date,y
2013-12-31,16.85596548270443
2014-01-31,18.399331128331035
2014-02-28,21.286826269438365
2014-03-31,21.219373465957577
2014-04-30,25.349095625670696
2014-05-31,21.956300882201646
2014-06-30,17.637483124243428
2014-07-31,14.776235734979545
2014-08-31,15.331925198567006
2014-09-30,17.052172169538302
2014-10-31,13.888355637610008
2014-11-30,14.036333226888317
2014-12-31,16.96710859430024
2015-01-31,23.438610399333704
2015-02-28,23.74432928296331
2015-03-31,23.433207554295304
2015-04-30,29.647268262072913
2015-05-31,26.80604052495636
2015-06-30,28.892030171825496
2015-07-31,21.22586681703872
2015-08-31,14.333197552799701
2015-09-30,11.589680514085105
2015-10-31,16.648384357691747
2015-11-30,19.10114197691339
2015-12-31,17.25696480862214
2016-01-31,19.134218910543126
2016-02-29,28.378062597214914
2016-03-31,22.076207103220053
2016-04-30,22.36472860475574
2016-05-31,26.682395767926216
2016-06-30,21.55468948148965
2016-07-31,19.67215591716778
2016-08-31,16.437935279330144
2016-09-30,15.43532664929748
2016-10-31,17.417667025624514
2016-11-30,15.777296572035866
2016-12-31,19.43468732669535
2017-01-31,15.415059665296017
2017-02-28,22.229421365919567
2017-03-31,21.979681417235657
2017-04-30,21.16481552885306
2017-05-31,21.200756099996205
2017-06-30,21.00669510308493
2017-07-31,22.42363417709132
2017-08-31,14.299768087153796
2017-09-30,14.710551014687665
2017-10-31,13.131954226240097
2017-11-30,14.176598753328536
2017-12-31,19.95508159821454
2018-01-31,22.86434565614865
2018-02-28,30.030518018759505
2018-03-31,27.176357698497576
2018-04-30,25.238368186378253
2018-05-31,25.482111170984115
2018-06-30,24.87754727800709
2018-07-31,21.706052611294854
2018-08-31,15.376789938238682
2018-09-30,15.456594301667067
2018-10-31,15.171438814120737
2018-11-30,22.9571384904115
2018-12-31,25.905913656596425
2019-01-31,20.829220199378334
2019-02-28,24.467683896152657
2019-03-31,22.017963543861068
2019-04-30,24.72088809938609
2019-05-31,27.422959489702276
2019-06-30,29.41033356485534
2019-07-31,19.996268600440892
2019-08-31,16.67078769115625
2019-09-30,11.42904724150342
2019-10-31,13.80484218428906
2019-11-30,13.125216934778612
2019-12-31,16.182225906394052
2020-01-31,18.28130330842712
2020-02-29,23.581173298368075
2020-03-31,20.59313144970209
2020-04-30,21.427202360825508
2020-05-31,35.20319316489682
2020-06-30,21.312356527806525
2020-07-31,18.313235318724214
2020-08-31,23.74742188491726
2020-09-30,26.249869455552272
2020-10-31,14.588649182333151
2020-11-30,16.16912678531173
2020-12-31,20.263161155529367
2021-01-31,29.669341728966923
2021-02-28,23.842506585792904
2021-03-31,27.734374779569396
2021-04-30,33.11068076645083
2021-05-31,31.313525273507697
2021-06-30,25.482756795336925
2021-07-31,22.538077359467337
2021-08-31,15.847877676850487
2021-09-30,15.748713793058569
2021-10-31,15.00808279488218
2021-11-30,17.22488335988422
2021-12-31,17.933439966813445
2022-01-31,24.349649479061306
2022-02-28,31.14648012056833
2022-03-31,30.98627418919282
2022-04-30,32.74918643996281
2022-05-31,30.450825099776658
2022-06-30,27.409964077571562
2022-07-31,21.296146695291156
2022-08-31,20.66186952248944
2022-09-30,17.215820310851267
2022-10-31,22.595639090421333
2022-11-30,23.610328945843808
2022-12-31,23.260855446652112
2023-01-31,22.58082737252292
2023-02-28,23.54508851335294
2023-03-31,35.11668128535097
2023-04-30,33.068450266220644
2023-05-31,33.162431710506894
2023-06-30,21.864040872078082
2023-07-31,26.70819906609969
2023-08-31,22.10795387848779
2023-09-30,15.427950831596277
2023-10-31,15.456703899774473
2023-11-30,18.197076538177075
2023-12-31,20.677326488715174
2024-01-31,23.2667278616303
2024-02-29,27.381399174181045
2024-03-31,29.43333548243278
2024-04-30,32.21965230008474
2024-05-31,38.5122278114372
2024-06-30,20.117956084155853
2024-07-31,22.635501961253492
2024-08-31,20.793162913645777
2024-09-30,18.85536429621146
2024-10-31,16.42353478626203
2024-11-30,13.990083862633957
2024-12-31,20.97965593316631
